"","ID","CONDITION","SESSION","BLOCK","TOTAL_PHRASES","P_AGE","P_GENDER","P_HANDEDNESS","PHRASE_NUMBER","PT","TT","PT_LENGTH","TT_LENGTH","IS_LENGTH","WPM","CPS","ERROR_RATE","MINIMUM_STRING_DISTANCE","KEYSTROKES_PER_CHARACTER","CORRECTED_ERROR_RATE","TOTAL_ERROR_RATE","INPUT_TIME","VST","CCC","BACKSPACE_COUNT","CAC","CAR","T_CAT","CAT_R","LEVENSHTEIN_SUBSTITUTION","LEVENSHTEIN_INSERTION","LEVENSHTEIN_DELETION","﻿"
"514","r48ma","1","1","3","20","24","MALE","RIGHT_H","4","obligations must be met first","obligations must be met first","29","29","31","54.254803810754076","4.521233650896173","0","0","1.0689655172413792","3.3333333333333335","3.3333333333333335","6.193","212","0","1","1","3.225806451612903","0.543","8.767963830130793","0","0","0","﻿"
"614","r48ma","1","1","3","20","24","MALE","RIGHT_H","5","one of the poorest nations","one of the poorest nations","26","26","26","59.82053838484546","4.985044865403789","0","0","1","0","0","5.015","199","0","0","0","0","0","0","0","0","0","﻿"
"714","r48ma","1","1","3","20","24","MALE","RIGHT_H","6","starlight and dewdrop","starlight and dewdrop","21","21","21","33.74578177727784","2.81214848143982","0","0","1","0","0","7.112","524","0","0","0","0","0","0","0","0","0","﻿"
"814","r48ma","1","1","3","20","24","MALE","RIGHT_H","7","i cannot believe i ate the whole thing","i cannot believe i ate the whole thing","38","38","42","55.32020931971094","4.610017443309245","0","0","1.105263157894737","5","5","8.026","404","0","2","2","4.761904761904762","0.648","8.073760279092948","0","0","0","﻿"
"914","r48ma","1","1","3","20","24","MALE","RIGHT_H","8","my favorite web browser","my favorite web browser","23","23","23","41.19207364643471","3.4326728038695586","0","0","1","0","0","6.409","324","0","0","0","0","0","0","0","0","0","﻿"
"1014","r48ma","1","1","3","20","24","MALE","RIGHT_H","9","public transit is much faster","public transit is much faster","29","29","29","58.313085734120094","4.859423811176675","0","0","1","0","0","5.762","309","0","0","0","0","0","0","0","0","0","﻿"
"1114","r48ma","1","1","3","20","24","MALE","RIGHT_H","10","a glance in the right direction","a glance in the right direction","31","31","34","53.83580080753701","4.486316733961417","0","0","1.096774193548387","3.125","3.125","6.687","577","0","1","1","2.941176470588235","0.923","13.802901151487962","0","0","0","﻿"
"1214","r48ma","1","1","3","20","24","MALE","RIGHT_H","11","movie about a nutty professor","movie about a nutty professor","29","29","29","49.353701527614575","4.112808460634548","0","0","1","0","0","6.808","398","0","0","0","0","0","0","0","0","0","﻿"
"1314","r48ma","1","1","3","20","24","MALE","RIGHT_H","12","just in time for the party","just in time for the party","26","26","26","68.94966674327742","5.745805561939784","0","0","1","0","0","4.351","445","0","0","0","0","0","0","0","0","0","﻿"
"1414","r48ma","1","1","3","20","24","MALE","RIGHT_H","13","fall is my favorite season","fall is my favorite season","26","26","28","40.149892933618844","3.3458244111349034","0","0","1.0769230769230769","3.7037037037037033","3.7037037037037033","7.472","349","0","1","1","3.571428571428571","1.025","13.717880085653105","0","0","0","﻿"
"1514","r48ma","1","1","3","20","24","MALE","RIGHT_H","14","the minimum amount of time","the minimum amount of time","26","26","26","71.14062129475931","5.928385107896609","0","0","1","0","0","4.217","204","0","0","0","0","0","0","0","0","0","﻿"
"1614","r48ma","1","1","3","20","24","MALE","RIGHT_H","15","faster than a speeding bullet","faster than a speeding bullet","29","29","29","53.82890099327139","4.485741749439282","0","0","1","0","0","6.242","352","0","0","0","0","0","0","0","0","0","﻿"
"1714","r48ma","1","1","3","20","24","MALE","RIGHT_H","16","the bus was very crowded","the bus was very crowded","24","24","24","50.744622173193605","4.2287185144328","0","0","1","0","0","5.439","238","0","0","0","0","0","0","0","0","0","﻿"
"1814","r48ma","1","1","3","20","24","MALE","RIGHT_H","17","the punishment should fit the crime","the punishment should fit the crime","35","35","39","54.313099041533555","4.526091586794463","0","0","1.1142857142857143","5.405405405405405","5.405405405405405","7.512","213","0","2","2","5.128205128205128","0.464","6.17678381256656","0","0","0","﻿"
"1914","r48ma","1","1","3","20","24","MALE","RIGHT_H","18","the protesters blocked all traffic","the protesters blocked all traffic","34","34","34","52.82817502668089","4.402347918890074","0","0","1","0","0","7.496","181","0","0","0","0","0","0","0","0","0","﻿"
"2014","r48ma","1","1","3","20","24","MALE","RIGHT_H","19","prayer in schools offends some","prayer in schools offends some","30","30","36","36.37123745819398","3.0309364548494986","0","0","1.2","9.090909090909092","9.090909090909092","9.568","189","0","3","3","8.333333333333332","1.279","13.367474916387959","0","0","0","﻿"
"2114","r48ma","1","1","3","20","24","MALE","RIGHT_H","AVERAGE","AVERAGE","AVERAGE","28.95","28.95","30.3","51.69112206141134","4.307593505117612","0","0","1.04100531983677","1.8487712352041619","1.8487712352041619","6.6671","312.2","0","0.65","0.65","1.7390018267627376","0.30455000000000004","3.793616113504684","0%","0%","0%","﻿"
"224","mlakier","2","1","1","20","22","MALE","LEFT_H","1","consequences of a wrong turn","consequences of a wrong turn","28","28","28","87.97176215042086","7.330980179201738","0","0","1","0","0","3.683","935","0","0","0","0","0","0","0","0","0","﻿"
"315","mlakier","2","1","1","20","22","MALE","LEFT_H","2","drugs should be avoided","drugs should be avoided","23","23","29","52.800000000000004","4.4","0","0","1.2608695652173914","11.538461538461538","11.538461538461538","5","236","0","3","3","10.344827586206897","1.855","37.1","0","0","0","﻿"
"415","mlakier","2","1","1","20","22","MALE","LEFT_H","3","a big scratch on the tabletop","a big scratch on the tabletop","29","29","39","55.20867564903057","4.600722970752547","0","0","1.3448275862068966","14.705882352941178","14.705882352941178","6.086","262","0","5","5","12.82051282051282","1.348","22.14919487348012","0","0","0","﻿"
"515","mlakier","2","1","1","20","22","MALE","LEFT_H","4","work hard to reach the summit","work hard to reach the summit","29","29","31","66.24605678233439","5.520504731861199","0","0","1.0689655172413792","3.3333333333333335","3.3333333333333335","5.072","260","0","1","1","3.225806451612903","0.405","7.985015772870662","0","0","0","﻿"
"615","mlakier","2","1","1","20","22","MALE","LEFT_H","5","the elevator door appears to be stuck","the elevator door appears to be stuck","37","37","45","65.26665659465176","5.438888049554314","0","0","1.2162162162162162","9.75609756097561","9.75609756097561","6.619","426","0","4","4","8.88888888888889","1.253","18.930352016920985","0","0","0","﻿"
"715","mlakier","2","1","1","20","22","MALE","LEFT_H","6","see you later alligator","see you later alligator","23","23","31","56.02716468590832","4.66893039049236","0","0","1.3478260869565217","14.814814814814813","14.814814814814813","4.712","277","0","4","4","12.903225806451612","0.913","19.376061120543294","0","0","0","﻿"
"815","mlakier","2","1","1","20","22","MALE","LEFT_H","7","starlight and dewdrop","starlight and dewdrop","21","21","23","44.41154700222058","3.7009622501850483","0","0","1.0952380952380953","4.545454545454546","4.545454545454546","5.404","269","0","1","1","4.3478260869565215","0.389","7.198371576609919","0","0","0","﻿"
"915","mlakier","2","1","1","20","22","MALE","LEFT_H","8","the music is better than it sounds","the music is better than it sounds","34","34","38","73.00884955752213","6.084070796460177","0","0","1.1176470588235294","5.555555555555555","5.555555555555555","5.424","190","0","2","2","5.263157894736842","0.587","10.822271386430678","0","0","0","﻿"
"1015","mlakier","2","1","1","20","22","MALE","LEFT_H","9","world population is growing","world population is growing","27","27","31","51.647078298294986","4.303923191524582","0","0","1.1481481481481481","6.896551724137931","6.896551724137931","6.041","172","0","2","2","6.451612903225806","0.719","11.902002979639132","0","0","0","﻿"
"1115","mlakier","2","1","1","20","22","MALE","LEFT_H","10","good at addition and subtraction","good at addition and subtraction","32","32","32","82.5749167591565","6.8812430632630415","0","0","1","0","0","4.505","365","0","0","0","0","0","0","0","0","0","﻿"
"1215","mlakier","2","1","1","20","22","MALE","LEFT_H","11","drove my chevy to the levee","drove my chevy to the levee","27","27","33","56.84095463654582","4.736746219712152","0","0","1.2222222222222223","10","10","5.489","212","0","3","3","9.090909090909092","0.773","14.082710876298052","0","0","0","﻿"
"1315","mlakier","2","1","1","20","22","MALE","LEFT_H","12","one heck of a question","one heck of a question","22","22","24","57.16878402903811","4.764065335753176","0","0","1.0909090909090908","4.3478260869565215","4.3478260869565215","4.408","197","0","1","1","4.166666666666666","0.422","9.573502722323049","0","0","0","﻿"
"1415","mlakier","2","1","1","20","22","MALE","LEFT_H","13","we dine out on the weekends","we dine out on the weekends","27","27","27","72.35621521335807","6.029684601113172","0","0","1","0","0","4.312","229","0","0","0","0","0","0","0","0","0","﻿"
"1515","mlakier","2","1","1","20","22","MALE","LEFT_H","14","labour unions know how to organize","labour unions know how to organize","34","34","34","63.860667634252536","5.321722302854378","0","0","1","0","0","6.201","195","0","0","0","0","0","0","0","0","0","﻿"
"1615","mlakier","2","1","1","20","22","MALE","LEFT_H","15","be discreet about your meeting","be discreet about your meeting","30","30","30","65.49971767363071","5.458309806135893","0","0","1","0","0","5.313","293","0","0","0","0","0","0","0","0","0","﻿"
"1715","mlakier","2","1","1","20","22","MALE","LEFT_H","16","video camera with a zoom lens","video camera with a zoom lens","29","29","29","91.27954360228199","7.606628633523499","0","0","1","0","0","3.681","180","0","0","0","0","0","0","0","0","0","﻿"
"1815","mlakier","2","1","1","20","22","MALE","LEFT_H","17","you will loose your voice","you will loose your voice","25","25","33","37.01323737308829","3.0844364477573576","0","0","1.32","13.793103448275861","13.793103448275861","7.781","455","0","4","4","12.121212121212121","0.969","12.453412157820331","0","0","0","﻿"
"1915","mlakier","2","1","1","20","22","MALE","LEFT_H","18","these cookies are so amazing","these cookies are so amazing","28","28","28","78.20419985517742","6.517016654598118","0","0","1","0","0","4.143","268","0","0","0","0","0","0","0","0","0","﻿"
"2015","mlakier","2","1","1","20","22","MALE","LEFT_H","19","zero in on the facts","zero in on the facts","20","20","20","55.6640625","4.638671875","0","0","1","0","0","4.096","485","0","0","0","0","0","0","0","0","0","﻿"
"2115","mlakier","2","1","1","20","22","MALE","LEFT_H","20","the presidential suite is very busy","the presidential suite is very busy","35","35","35","82.54096702407446","6.878413918672871","0","0","1","0","0","4.943","197","0","0","0","0","0","0","0","0","0","﻿"
"225","mlakier","2","1","2","20","22","MALE","LEFT_H","1","the union will go on strike","the union will go on strike","27","27","31","60.60606060606061","5.050505050505051","0","0","1.1481481481481481","6.896551724137931","6.896551724137931","5.148","125","0","2","2","6.451612903225806","0.391","7.595182595182595","0","0","0","﻿"
"316","mlakier","2","1","2","20","22","MALE","LEFT_H","2","where did i leave my glasses","where did i leave my glasses","28","28","28","89.42865028981507","7.452387524151256","0","0","1","0","0","3.623","166","0","0","0","0","0","0","0","0","0","﻿"
"416","mlakier","2","1","2","20","22","MALE","LEFT_H","3","the punishment should fit the crime","the punishment should fit the crime","35","35","35","71.74257077545278","5.978547564621065","0","0","1","0","0","5.687","205","0","0","0","0","0","0","0","0","0","﻿"
"516","mlakier","2","1","2","20","22","MALE","LEFT_H","4","electric cars need big fuel cells","electric cars need big fuel cells","33","33","37","66.01340897369778","5.501117414474815","0","0","1.121212121212121","5.714285714285714","5.714285714285714","5.817","275","0","2","2","5.405405405405405","0.855","14.698298091799897","0","0","0","﻿"
"616","mlakier","2","1","2","20","22","MALE","LEFT_H","5","universities are too expensive","universities are too expensive","30","30","34","74.98383968972205","6.248653307476837","0","0","1.1333333333333333","6.25","6.25","4.641","412","0","2","2","5.88235294117647","0.582","12.540400775694893","0","0","0","﻿"
"716","mlakier","2","1","2","20","22","MALE","LEFT_H","6","the stock exchange dipped","the stock exchange dipped","25","25","27","67.66917293233082","5.639097744360902","0","0","1.08","3.8461538461538463","3.8461538461538463","4.256","325","0","1","1","3.7037037037037033","0.421","9.891917293233082","0","0","0","﻿"
"816","mlakier","2","1","2","20","22","MALE","LEFT_H","7","this is a very good idea","this is a very good idea","24","24","24","101.21012101210121","8.434176751008435","0","0","1","0","0","2.727","254","0","0","0","0","0","0","0","0","0","﻿"
"916","mlakier","2","1","2","20","22","MALE","LEFT_H","8","file all complaints in writing","file all complaints in writing","30","30","39","43.7625754527163","3.6468812877263583","0","0","1.3","11.76470588235294","11.76470588235294","7.952","222","0","4","4","10.256410256410255","1.98","24.899396378269618","0","0","0","﻿"
"1016","mlakier","2","1","2","20","22","MALE","LEFT_H","9","video camera with a zoom lens","video camera with a zoom lens","29","29","36","40.26363091671659","3.3553025763930493","0","0","1.2413793103448276","6.451612903225806","6.451612903225806","8.345","443","1","2","3","8.333333333333332","3.624","43.427201917315756","0","0","0","﻿"
"1116","mlakier","2","1","2","20","22","MALE","LEFT_H","10","one of the poorest nations","one of the poorest nations","26","26","26","81.72160174339417","6.810133478616181","0","0","1","0","0","3.671","300","0","0","0","0","0","0","0","0","0","﻿"
"1216","mlakier","2","1","2","20","22","MALE","LEFT_H","11","an inefficient way to heat a house","an inefficient way to heat a house","34","34","34","82.00455580865604","6.83371298405467","0","0","1","0","0","4.829","278","0","0","0","0","0","0","0","0","0","﻿"
"1316","mlakier","2","1","2","20","22","MALE","LEFT_H","12","try to enjoy your maternity leave","try to enjoy your maternity leave","33","33","35","53.713806126731015","4.476150510560918","0","0","1.0606060606060606","2.941176470588235","2.941176470588235","7.149","318","0","1","1","2.857142857142857","0.488","6.8261295286054","0","0","0","﻿"
"1416","mlakier","2","1","2","20","22","MALE","LEFT_H","13","are you talking to me","are you talking to me","21","21","31","46.136101499423305","3.8446751249519417","0","0","1.4761904761904763","19.230769230769234","19.230769230769234","5.202","195","0","5","5","16.129032258064516","1.478","28.412149173394845","0","0","0","﻿"
"1516","mlakier","2","1","2","20","22","MALE","LEFT_H","14","do you like to shop on sunday","do you like to shop on sunday","29","29","29","59.98928762720943","4.999107302267452","0","0","1","0","0","5.601","294","0","0","0","0","0","0","0","0","0","﻿"
"1616","mlakier","2","1","2","20","22","MALE","LEFT_H","15","this is too much to handle","this is too much to handle","26","26","28","68.32156684126622","5.693463903438852","0","0","1.0769230769230769","3.7037037037037033","3.7037037037037033","4.391","197","0","1","1","3.571428571428571","0.336","7.652015486221818","0","0","0","﻿"
"1716","mlakier","2","1","2","20","22","MALE","LEFT_H","16","the imagination of the nation","the imagination of the nation","29","29","33","84.82706387275941","7.0689219893966175","0","0","1.1379310344827587","6.451612903225806","6.451612903225806","3.961","236","0","2","2","6.0606060606060606","0.561","14.163090128755366","0","0","0","﻿"
"1816","mlakier","2","1","2","20","22","MALE","LEFT_H","17","parking tickets can be challenged","parking tickets can be challenged","33","33","33","74.8683953987132","6.239032949892767","0","0","1","0","0","5.129","596","0","0","0","0","0","0","0","0","0","﻿"
"1916","mlakier","2","1","2","20","22","MALE","LEFT_H","18","my watch fell in the water","my watch fell in the water","26","26","26","83.77548170901983","6.981290142418319","0","0","1","0","0","3.581","239","0","0","0","0","0","0","0","0","0","﻿"
"2016","mlakier","2","1","2","20","22","MALE","LEFT_H","19","a quarter of a century","a quarter of a century","22","22","56","28.049866429207484","2.3374888691006235","0","0","2.5454545454545454","43.58974358974359","43.58974358974359","8.984","285","0","17","17","30.357142857142854","2.795","31.11086375779163","0","0","0","﻿"
"2116","mlakier","2","1","2","20","22","MALE","LEFT_H","20","my watch fell in the water","my watch fell in the water","26","26","30","58.4339696143358","4.869497467861317","0","0","1.1538461538461537","7.142857142857142","7.142857142857142","5.134","222","0","2","2","6.666666666666667","0.44","8.570315543435918","0","0","0","﻿"
"226","mlakier","2","1","3","20","22","MALE","LEFT_H","1","stay away from strangers","stay away from strangers","24","24","24","88.15075055892687","7.3458958799105725","0","0","1","0","0","3.131","237","0","0","0","0","0","0","0","0","0","﻿"
"317","mlakier","2","1","3","20","22","MALE","LEFT_H","2","the biggest hamburger i have ever seen","the biggest hamburger i have ever seen","38","38","46","70.18653177363262","5.848877647802719","0","0","1.2105263157894737","9.523809523809524","9.523809523809524","6.326","181","0","4","4","8.695652173913043","0.88","13.910844135314573","0","0","0","﻿"
"417","mlakier","2","1","3","20","22","MALE","LEFT_H","3","mary had a little lamb","mary had a little lamb","22","22","24","74.66666666666667","6.222222222222222","0","0","1.0909090909090908","4.3478260869565215","4.3478260869565215","3.375","197","0","1","1","4.166666666666666","0.504","14.933333333333335","0","0","0","﻿"
"517","mlakier","2","1","3","20","22","MALE","LEFT_H","4","do not say anything","do not say anything","19","19","19","73.77049180327869","6.147540983606557","0","0","1","0","0","2.928","253","0","0","0","0","0","0","0","0","0","﻿"
"617","mlakier","2","1","3","20","22","MALE","LEFT_H","5","tickets are very expensive","tickets are very expensive","26","26","30","73.40347443112307","6.11695620259359","0","0","1.1538461538461537","7.142857142857142","7.142857142857142","4.087","180","0","2","2","6.666666666666667","0.431","10.545632493271349","0","0","0","﻿"
"717","mlakier","2","1","3","20","22","MALE","LEFT_H","6","prepare for the exam in advance","prepare for the exam in advance","31","31","37","66.58035879415573","5.54836323284631","0","0","1.1935483870967742","8.823529411764707","8.823529411764707","5.407","286","0","3","3","8.108108108108109","0.745","13.778435361568336","0","0","0","﻿"
"817","mlakier","2","1","3","20","22","MALE","LEFT_H","7","he is just like everyone else","he is just like everyone else","29","29","35","67.9474216380182","5.6622851365015165","0","0","1.206896551724138","9.375","9.375","4.945","246","0","3","3","8.571428571428571","0.608","12.295247724974722","0","0","0","﻿"
"917","mlakier","2","1","3","20","22","MALE","LEFT_H","8","frequently asked questions","frequently asked questions","26","26","28","68.57142857142857","5.714285714285714","0","0","1.0769230769230769","3.7037037037037033","3.7037037037037033","4.375","229","0","1","1","3.571428571428571","0.288","6.582857142857143","0","0","0","﻿"
"1017","mlakier","2","1","3","20","22","MALE","LEFT_H","9","can i skate with sister today","can i skate with sister today","29","29","31","63.324538258575195","5.277044854881266","0","0","1.0689655172413792","3.3333333333333335","3.3333333333333335","5.306","259","0","1","1","3.225806451612903","0.429","8.085186581228799","0","0","0","﻿"
"1117","mlakier","2","1","3","20","22","MALE","LEFT_H","10","file all complaints in writing","file all complaints in writing","30","30","36","61.527581329561535","5.127298444130128","0","0","1.2","9.090909090909092","9.090909090909092","5.656","165","0","3","3","8.333333333333332","0.967","17.096888260254598","0","0","0","﻿"
"1217","mlakier","2","1","3","20","22","MALE","LEFT_H","11","beware the ides of march","beware the ides of march","24","24","26","74.67532467532467","6.2229437229437226","0","0","1.0833333333333333","4","4","3.696","174","0","1","1","3.8461538461538463","0.392","10.606060606060606","0","0","0","﻿"
"1317","mlakier","2","1","3","20","22","MALE","LEFT_H","12","hands on experience with a job","hands on experience with a job","30","30","30","85.77766822775449","7.148139018979541","0","0","1","0","0","4.057","213","0","0","0","0","0","0","0","0","0","﻿"
"1417","mlakier","2","1","3","20","22","MALE","LEFT_H","13","our fax number has changed","our fax number has changed","26","26","30","70.73803348266918","5.894836123555765","0","0","1.1538461538461537","7.142857142857142","7.142857142857142","4.241","261","0","2","2","6.666666666666667","0.621","14.642772930912521","0","0","0","﻿"
"1517","mlakier","2","1","3","20","22","MALE","LEFT_H","14","lie detector tests never work","lie detector tests never work","29","29","29","84.33734939759037","7.028112449799197","0","0","1","0","0","3.984","270","0","0","0","0","0","0","0","0","0","﻿"
"1617","mlakier","2","1","3","20","22","MALE","LEFT_H","15","frequently asked questions","frequently asked questions","26","26","26","66.83002895967923","5.5691690799732685","0","0","1","0","0","4.489","284","0","0","0","0","0","0","0","0","0","﻿"
"1717","mlakier","2","1","3","20","22","MALE","LEFT_H","16","yes you are very smart","yes you are very smart","22","22","22","76.85269899359561","6.404391582799634","0","0","1","0","0","3.279","316","0","0","0","0","0","0","0","0","0","﻿"
"1817","mlakier","2","1","3","20","22","MALE","LEFT_H","17","one hour is allotted for questions","one hour is allotted for questions","34","34","38","67.34693877551021","5.612244897959184","0","0","1.1176470588235294","5.555555555555555","5.555555555555555","5.88","182","0","2","2","5.263157894736842","0.385","6.547619047619048","0","0","0","﻿"
"1917","mlakier","2","1","3","20","22","MALE","LEFT_H","18","be home before midnight","be home before midnight","23","23","23","66.93711967545639","5.578093306288032","0","0","1","0","0","3.944","636","0","0","0","0","0","0","0","0","0","﻿"
"2017","mlakier","2","1","3","20","22","MALE","LEFT_H","19","interactions between men and women","interactions between men and women","34","34","34","93.06698002350176","7.755581668625147","0","0","1","0","0","4.255","230","0","0","0","0","0","0","0","0","0","﻿"
"2117","mlakier","2","1","3","20","22","MALE","LEFT_H","20","the music is better than it sounds","the music is better than it sounds","34","34","34","97.08261828879628","8.090218190733024","0","0","1","0","0","4.079","238","0","0","0","0","0","0","0","0","0","﻿"
"227","s469lee","2","1","1","20","29","MALE","RIGHT_H","1","this mission statement is baloney","this mission statement is baloney","33","33","33","87.67123287671234","7.305936073059361","0","0","1","0","0","4.38","548","0","0","0","0","0","0","0","0","0","﻿"
"318","s469lee","2","1","1","20","29","MALE","RIGHT_H","2","is there any indication of this","is there any indication of this","31","31","31","85.83690987124464","7.15307582260372","0","0","1","0","0","4.194","172","0","0","0","0","0","0","0","0","0","﻿"
"418","s469lee","2","1","1","20","29","MALE","RIGHT_H","3","where did i leave my glasses","where did i leave my glasses","28","28","28","87.49662435862814","7.291385363219012","0","0","1","0","0","3.703","205","0","0","0","0","0","0","0","0","0","﻿"
"518","s469lee","2","1","1","20","29","MALE","RIGHT_H","4","the algorithm is too complicated","the algorithm is too complicated","32","32","32","92.28479285537088","7.69039940461424","0","0","1","0","0","4.031","190","0","0","0","0","0","0","0","0","0","﻿"
"618","s469lee","2","1","1","20","29","MALE","RIGHT_H","5","the cream rises to the top","the cream rises to the top","26","26","26","109.64912280701753","9.137426900584794","0","0","1","0","0","2.736","180","0","0","0","0","0","0","0","0","0","﻿"
"718","s469lee","2","1","1","20","29","MALE","RIGHT_H","6","the registration period is over","the registration period is over","31","31","33","81.08108108108107","6.756756756756756","0","0","1.064516129032258","3.125","3.125","4.44","909","0","1","1","3.0303030303030303","0.35","7.882882882882883","0","0","0","﻿"
"818","s469lee","2","1","1","20","29","MALE","RIGHT_H","7","important for political parties","important for political parties","31","31","41","47.028086218158066","3.9190071848465053","0","0","1.3225806451612903","13.88888888888889","13.88888888888889","7.655","991","0","5","5","12.195121951219512","1.207","15.767472240365773","0","0","0","﻿"
"918","s469lee","2","1","1","20","29","MALE","RIGHT_H","8","he was wearing a sweatshirt","he was wearing a sweatshirt","27","27","28","63.71247702675107","5.309373085562589","0","0","1.037037037037037","0","0","4.897","156","0","0","0","0","0","0","0","0","0","﻿"
"1018","s469lee","2","1","1","20","29","MALE","RIGHT_H","9","the stock exchange dipped","the stock exchange dipped","25","25","25","88.28939301042305","7.357449417535254","0","0","1","0","0","3.262","150","0","0","0","0","0","0","0","0","0","﻿"
"1118","s469lee","2","1","1","20","29","MALE","RIGHT_H","10","a lot of chlorine in the water","a lot of chlorine in the water","30","30","30","91.19496855345912","7.59958071278826","0","0","1","0","0","3.816","150","0","0","0","0","0","0","0","0","0","﻿"
"1218","s469lee","2","1","1","20","29","MALE","RIGHT_H","11","get rid of that immediately","get rid of that immediately","27","27","27","79.734219269103","6.644518272425249","0","0","1","0","0","3.913","484","0","0","0","0","0","0","0","0","0","﻿"
"1318","s469lee","2","1","1","20","29","MALE","RIGHT_H","12","this is a non profit organization","this is a non profit organization","33","33","33","85.98298253470666","7.165248544558889","0","0","1","0","0","4.466","236","0","0","0","0","0","0","0","0","0","﻿"
"1418","s469lee","2","1","1","20","29","MALE","RIGHT_H","13","my fingers are very cold","my fingers are very cold","24","24","24","80.60747663551402","6.7172897196261685","0","0","1","0","0","3.424","124","0","0","0","0","0","0","0","0","0","﻿"
"1518","s469lee","2","1","1","20","29","MALE","RIGHT_H","14","world population is growing","world population is growing","27","27","29","69.5187165775401","5.793226381461675","0","0","1.0740740740740742","3.571428571428571","3.571428571428571","4.488","653","0","1","1","3.4482758620689653","0.323","7.196969696969697","0","0","0","﻿"
"1618","s469lee","2","1","1","20","29","MALE","RIGHT_H","15","my favorite subject is psychology","my favorite subject is psychology","33","33","33","73.70441458733205","6.142034548944338","0","0","1","0","0","5.21","395","0","0","0","0","0","0","0","0","0","﻿"
"1718","s469lee","2","1","1","20","29","MALE","RIGHT_H","16","experience is hard to come by","experience is hard to come by","29","29","29","82.3731306692817","6.864427555773474","0","0","1","0","0","4.079","252","0","0","0","0","0","0","0","0","0","﻿"
"1818","s469lee","2","1","1","20","29","MALE","RIGHT_H","17","nothing wrong with his style","nothing wrong with his style","28","28","30","72.06405693950177","6.005338078291814","0","0","1.0714285714285714","3.4482758620689653","3.4482758620689653","4.496","302","0","1","1","3.3333333333333335","0.365","8.11832740213523","0","0","0","﻿"
"1918","s469lee","2","1","1","20","29","MALE","RIGHT_H","18","a tumor is ok provided it is benign","a tumor is ok provided it is benign","35","35","35","81.04886769964244","6.754072308303536","0","0","1","0","0","5.034","294","0","0","0","0","0","0","0","0","0","﻿"
"2018","s469lee","2","1","1","20","29","MALE","RIGHT_H","19","this is too much to handle","this is too much to handle","26","26","26","98.74917709019093","8.229098090849243","0","0","1","0","0","3.038","142","0","0","0","0","0","0","0","0","0","﻿"
"2118","s469lee","2","1","1","20","29","MALE","RIGHT_H","20","pay off a mortgage for a house","pay off a mortgage for a house","30","30","30","83.31338281062965","6.942781900885804","0","0","1","0","0","4.177","413","0","0","0","0","0","0","0","0","0","﻿"
"228","s469lee","2","1","2","20","29","MALE","RIGHT_H","1","where did you get that tie","where did you get that tie","26","26","26","104.71204188481676","8.726003490401396","0","0","1","0","0","2.865","382","0","0","0","0","0","0","0","0","0","﻿"
"319","s469lee","2","1","2","20","29","MALE","RIGHT_H","2","we run the risk of failure","we run the risk of failure","26","26","28","77.96257796257797","6.496881496881497","0","0","1.0769230769230769","3.7037037037037033","3.7037037037037033","3.848","316","0","1","1","3.571428571428571","0.321","8.341995841995843","0","0","0","﻿"
"419","s469lee","2","1","2","20","29","MALE","RIGHT_H","3","it should be sunny tomorrow","it should be sunny tomorrow","27","27","27","77.51552795031056","6.459627329192546","0","0","1","0","0","4.025","148","0","0","0","0","0","0","0","0","0","﻿"
"519","s469lee","2","1","2","20","29","MALE","RIGHT_H","4","please take a bath this month","please take a bath this month","29","29","29","89.1956464029732","7.432970533581099","0","0","1","0","0","3.767","388","0","0","0","0","0","0","0","0","0","﻿"
"619","s469lee","2","1","2","20","29","MALE","RIGHT_H","5","put garbage in an abandoned mine","put garbage in an abandoned mine","32","32","32","79.45322511747116","6.621102093122596","0","0","1","0","0","4.682","1060","0","0","0","0","0","0","0","0","0","﻿"
"719","s469lee","2","1","2","20","29","MALE","RIGHT_H","6","a problem with the engine","a problem with the engine","25","25","25","101.12359550561798","8.426966292134832","0","0","1","0","0","2.848","368","0","0","0","0","0","0","0","0","0","﻿"
"819","s469lee","2","1","2","20","29","MALE","RIGHT_H","7","keep receipts for all your expenses","keep receipts for all your expenses","35","35","35","86.58743633276741","7.215619694397284","0","0","1","0","0","4.712","374","0","0","0","0","0","0","0","0","0","﻿"
"919","s469lee","2","1","2","20","29","MALE","RIGHT_H","8","the second largest country","the second largest country","26","26","32","66.99419383653418","5.582849486377848","0","0","1.2307692307692308","10.344827586206897","10.344827586206897","4.478","727","0","3","3","9.375","0.715","15.966949531040644","0","0","0","﻿"
"1019","s469lee","2","1","2","20","29","MALE","RIGHT_H","9","every apple from every tree","every apple from every tree","27","27","27","92.91244788564622","7.742703990470518","0","0","1","0","0","3.358","188","0","0","0","0","0","0","0","0","0","﻿"
"1119","s469lee","2","1","2","20","29","MALE","RIGHT_H","10","play it again sam","play it again sam","17","17","17","97.16599190283401","8.097165991902834","0","0","1","0","0","1.976","293","0","0","0","0","0","0","0","0","0","﻿"
"1219","s469lee","2","1","2","20","29","MALE","RIGHT_H","11","good at addition and subtraction","good at addition and subtraction","32","32","32","97.50982961992136","8.125819134993447","0","0","1","0","0","3.815","213","0","0","0","0","0","0","0","0","0","﻿"
